Source Sentence,Reference Translation,Model Translation
the issue now is not to change the instruments but to use them and to use them to the full,o que esta agora em causa nao e alterar os instrumentos mas sim utilizalos e utilizalos plenamente,a questao nao e o que e que nao e possivel e que nao e possivel para o futuro
mr president the council commission and parliament are well aware of the situation in zimbabwe,senhor presidente o conselho a comissao e o parlamento tem pplena consciencia da situacao no zimbabue,senhor presidente o parlamento europeu e o conselho e o conselho
you are perfectly aware that if i was prepared to make a concession in the negotiation of the final document it was out of a spirit of consensus and not because i did not have a large majority in support of the positions we have adopted,o senhor deputado sabe perfeitamente que se eu estava preparado para fazer uma concessao na negociacao do documento final foi por espirito de consenso e nao porque nao dispusesse de uma vasta maioria para apoiar as posicoes que adoptamos,o senhor deputado schulz nao e um pouco mais importante e que nao se trata de um acordo que nao se encontra em vigor e que o parlamento europeu nao se encontra em vigor em que se refere a sua posicao
we want to move away from a situation where we all talk about the millennium objectives at the same time as africa is actually moving further away from them as is evident from the fact that we only appear to be filling in the cracks in the roads however useful this may be,queremos evitar uma situacao em que todos falamos dos objectivos do milenio ao mesmo tempo que a africa esta na realidade a ficar mais distante deles como evidencia o facto de parecermos estar apenas a tapar os buracos das estradas por mais util que isso possa ser,temos de fazer tudo o que e que a situacao dos estados unidos e a sua propria situacao nao se pode ser feito em que se trata de um pais que se refere a sua propria situacao que se trata de um pais que se
i feel that the commission should submit proposals on the outofcourt settlement of disputes over online contracts and on amendments to the directive on distance contracts in order to provide increasingly effective consumer protection,penso que a comissao deveria apresentar propostas em materia da resolucao extrajudicial dos conflitos em contratos estabelecidos on line e de modificacao da directiva respeitante aos contratos a distancia tendo em vista uma proteccao cada vez maior do consumidor,considero que a comissao nao se trata de uma proposta de directiva relativa a directiva relativa a directiva relativa a proteccao dos consumidores e a sua actividade e a sua capacidade de modo a ser a nivel nacional
the vote will take place at noon on wednesday march,a votacao tera lugar as h de quartafeira dia de marco de,o meu grupo apoia a sua posicao
the european union has a duty to ensure the equal treatment of human beings which is a source of harmony peace and progress,a uniao europeia tem o dever de zelar pela igualdade de tratamento dos seres que e fonte de harmonia de paz e de progresso,a uniao europeia tem de ser a sua politica de seguranca e a necessidade de uma maior parte da politica agricola
one day you should have a european budget that is strong enough to compete out there in the global world the guys are going to be very tough out there,um dia devem ter um orcamento europeu que seja suficientemente forte para concorrer no mercado global os vossos rivais serao muito duros,um dos principais e um dos principais paises que se trata de um acordo sobre a politica de coesao e que a europa se pode ser feito
is the commission aware of this change to spanish law,tem a comissao conhecimento da nova regulamentacao espanhola,a comissao esta a comissao a comissao
mccartin report,relatorio mccartin,a europa
unemployment is on the increase in the eu,o desemprego esta a aumentar na ue,a europa e a sua vida
both at first and at second reading i worked hard to improve the article on authorisations even with the help of the commissioner in a number of areas,tanto na primeira como na segunda leitura trabalhei arduamente no sentido de melhorar o artigo relativo as autorizacoes e ate mesmo com a ajuda da senhora comissaria em algumas areas,por escrito a primeira vez que a primeira leitura e um papel importante para a sua posicao comum sobre a sua posicao de uma forma de um novo
the european ideal which pervades all the leading italian political movements and for which some of our countrys great figures have fought from de gasperi to einaudi to spinelli will continue to be central to the internal and international policy of italy,o ideal europeu que conquistou todas as principais familias politicas italianas e pelo qual se bateram algumas das maiores figuras do nosso pais de de gasperi a einaudi e a spinelli continuara a ser o elemento central da accao interna e internacional da italia,a uniao europeia e a europa e a sua politica de lisboa e que a europa e a sua posicao e a sua opiniao e que a europa e a sua opiniao se nao se pode ser feito em relacao a uma solucao para o
